,start_hour,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,trip_duration,gender,time_of_day
0,18,40.75466591,-73.99138152,40.74238787,-73.99726235,993,2,Evening and night
1,18,40.71939226,-74.00247214,40.7284186,-73.98713956,581,1,Evening and night
2,19,40.76019252,-73.9912551,40.768254,-73.988639,361,1,Evening and night
3,11,40.74315566,-73.97434726,40.756014,-73.967416,561,2,Mid-day& Afternoon
4,22,40.73028666,-73.9907647,40.72621788,-73.98379855,427,2,Evening and night
5,13,40.73401143,-74.00293877,40.72453734,-73.98185424,639,1,Mid-day& Afternoon
6,10,40.73652889,-74.00618026,40.74334935,-74.00681753,263,1,Mid-day& Afternoon
7,12,40.7606597,-73.98042047,40.770513,-73.988038,666,1,Mid-day& Afternoon
8,16,40.74487634,-73.99529885,40.71739973,-73.98016555,582,1,Evening and night
9,23,40.72317958,-73.99480012,40.71285887,-73.96590294,1250,1,Evening and night
10,2,40.72299208,-73.97995466,40.75849116,-73.95920622,1007,1,Morning hours
11,9,40.749717753,-74.002950346,40.71473993,-74.00910627,1043,1,Mid-day& Afternoon
12,15,40.74444921,-73.98303529,40.7390169121,-74.0026376103,820,1,Mid-day& Afternoon
13,18,40.7489006,-73.97604882,40.75255434,-73.97282625,174,1,Evening and night
14,6,40.7405826,-74.00550867,40.71413089,-73.9970468,1286,1,Morning hours
15,7,40.72740794,-73.98142006,40.74394314,-73.97966069,667,2,Morning hours
16,17,40.74901271,-73.98848395,40.746745,-74.007756,817,1,Evening and night
17,1,40.74290902,-73.97706058,40.72217444,-73.98368779,806,1,Morning hours
18,7,40.7500727,-73.99839279,40.73226398,-73.99852205,624,1,Morning hours
19,20,40.693261,-73.968896,40.7014851,-73.98656928,471,1,Evening and night
20,14,40.73401143,-74.00293877,40.749156,-73.9916,614,1,Mid-day& Afternoon
21,18,40.75797322,-73.96603308,40.74173969,-73.99415556,1202,2,Evening and night
22,9,40.73226398,-73.99852205,40.73261787,-73.99158043,236,1,Mid-day& Afternoon
23,8,40.74765947,-73.98490707,40.7489006,-73.97604882,332,1,Mid-day& Afternoon
24,8,40.68764484,-73.96968902,40.68691865,-73.976682,254,1,Mid-day& Afternoon
25,19,40.73827428,-73.98751968,40.70255088,-73.98940236,143,1,Evening and night
26,10,40.73543934,-73.99453948,40.76461837,-73.98789473,1098,1,Mid-day& Afternoon
27,16,40.71286844,-73.95698119,40.749717753,-74.002950346,2057,1,Evening and night
28,17,40.74487634,-73.99529885,40.71754834,-74.01322069,950,1,Evening and night
29,12,40.76344058,-73.98268129,40.744219,-73.97121214,609,1,Mid-day& Afternoon
30,23,40.74177603,-74.00149746,40.75640548,-73.9900262,580,1,Evening and night
31,14,40.69327018,-73.97703874,40.73652889,-74.00618026,1850,1,Mid-day& Afternoon
32,8,40.76344058,-73.98268129,40.74780373,-73.9734419,532,1,Mid-day& Afternoon
33,21,40.75466591,-73.99138152,40.75022392,-73.97121414,546,1,Evening and night
34,9,40.75645824,-73.99372222,40.749156,-73.9916,337,1,Mid-day& Afternoon
35,21,40.770513,-73.988038,40.72953837,-73.98426726,1515,1,Evening and night
36,19,40.71870987,-74.0090009,40.75188406,-73.97770164,1816,1,Evening and night
37,18,40.752062307,-73.9816324043,40.73912601,-73.97973776,452,1,Evening and night
38,19,40.7652654,-73.98192338,40.71473993,-74.00910627,1780,1,Evening and night
39,11,40.72467721,-73.98783413,40.7606597,-73.98042047,944,2,Mid-day& Afternoon
40,17,40.7047177,-74.00926027,40.70823502,-74.00530063,236,1,Evening and night
41,22,40.72229346,-73.99147535,40.71219906,-73.97948148,958,2,Evening and night
42,7,40.68650065,-73.96563307,40.689888,-73.981013,419,1,Morning hours
43,14,40.73226398,-73.99852205,40.72502876,-73.99069656,477,1,Mid-day& Afternoon
44,11,40.72917025,-73.99810231,40.75527307,-73.98316936,1021,2,Mid-day& Afternoon
45,7,40.76030096,-73.99884222,40.71748752,-74.0104554,1326,2,Morning hours
46,20,40.749717753,-74.002950346,40.74475148,-73.99915362,189,1,Evening and night
47,8,40.770513,-73.988038,40.73624527,-73.98473765,799,1,Mid-day& Afternoon
48,19,40.68317813,-73.9659641,40.70853074,-73.96408963,927,1,Evening and night
49,18,40.72019576,-73.98997825,40.72903917,-73.99404649,549,1,Evening and night
50,8,40.73726186,-73.99238967,40.70905623,-74.01043382,1691,1,Mid-day& Afternoon
51,12,40.74025878,-73.98409214,40.73038599,-74.00214988,841,1,Mid-day& Afternoon
52,18,40.76461837,-73.98789473,40.7423543,-73.98915076,823,2,Evening and night
53,13,40.751396,-74.005226,40.71850211,-73.98329859,651,2,Mid-day& Afternoon
54,16,40.71273266,-74.0046073,40.72710258,-74.00297088,887,2,Evening and night
55,17,40.76344058,-73.98268129,40.69610226,-73.96751037,2262,2,Evening and night
56,20,40.7546011026,-73.971878855,40.7403432,-73.98955109,858,1,Evening and night
57,15,40.73935542,-73.99931783,40.76269882,-73.99301222,957,1,Mid-day& Afternoon
58,7,40.69986937,-73.98271933,40.69246277,-73.98963911,551,1,Morning hours
59,10,40.73781509,-73.99994661,40.73224119,-74.00026394,384,2,Mid-day& Afternoon
60,11,40.69788349,-73.97350332,40.73827428,-73.98751968,685,1,Mid-day& Afternoon
61,11,40.72710258,-74.00297088,40.7218158,-73.99720307,247,1,Mid-day& Afternoon
62,0,40.73532427,-73.99800419,40.72955361,-73.98057249,359,1,Morning hours
63,17,40.69196566,-73.9813018,40.693261,-73.968896,599,2,Evening and night
64,6,40.751551,-73.993934,40.76695317,-73.98169333,660,1,Morning hours
65,18,40.72938685,-73.97772429,40.75795248,-73.97787642,156,1,Evening and night
66,22,40.76269882,-73.99301222,40.768254,-73.988639,247,1,Evening and night
67,12,40.76344058,-73.98268129,40.71893904,-73.99266288,379,1,Mid-day& Afternoon
68,17,40.74317449,-74.00366443,40.75044999,-73.99481051,361,1,Evening and night
69,19,40.75500254,-73.98014437,40.7451677,-73.98683077,317,1,Evening and night
70,17,40.73291553,-74.00711384,40.72917025,-73.99810231,924,1,Evening and night
71,19,40.73314259,-73.97573881,40.75044999,-73.99481051,988,2,Evening and night
72,13,40.73649403,-73.99704374,40.73781509,-73.99994661,137,1,Mid-day& Afternoon
73,8,40.73224119,-74.00026394,40.72917025,-73.99810231,741,2,Mid-day& Afternoon
74,18,40.71782143,-73.97628939,40.71748752,-74.0104554,1108,1,Evening and night
75,18,40.7457121,-73.98194829,40.75714758,-73.97207836,854,1,Evening and night
76,8,40.74315566,-73.97434726,40.75019995,-73.99093085,455,1,Mid-day& Afternoon
77,23,40.74691959,-74.00451887,40.72217444,-73.98368779,1259,1,Evening and night
78,21,40.74394314,-73.97966069,40.72955361,-73.98057249,1030,1,Evening and night
79,15,40.72066442,-73.98517977,40.71427487,-73.98990025,320,1,Mid-day& Afternoon
80,17,40.746647,-73.993915,40.74487634,-73.99529885,218,1,Evening and night
81,11,40.711512,-74.015756,40.71542197,-74.01121978,395,1,Mid-day& Afternoon
82,18,40.73038599,-74.00214988,40.68312489,-73.97895137,1890,1,Evening and night
83,8,40.68223166,-73.9614583,40.687979,-73.978474,407,2,Mid-day& Afternoon
84,13,40.71307916,-73.99851193,40.72243797,-74.00566443,624,1,Mid-day& Afternoon
85,20,40.68528172,-73.97805813,40.68650065,-73.96563307,459,1,Evening and night
86,16,40.7405826,-74.00550867,40.73047309,-73.98672378,621,1,Evening and night
87,18,40.75323098,-73.97032517,40.735238,-74.000271,1202,1,Evening and night
88,23,40.73401143,-74.00293877,40.73726186,-73.99238967,681,1,Evening and night
89,8,40.76087502,-74.00277668,40.7457121,-73.98194829,1049,2,Mid-day& Afternoon
90,19,40.76020258,-73.96478473,40.72679454,-73.99695094,1649,2,Evening and night
91,18,40.73047747,-73.99906065,40.7568001,-73.98291153,953,2,Evening and night
92,14,40.72362738,-73.99949601,40.73401143,-74.00293877,549,2,Mid-day& Afternoon
93,9,40.70717936,-74.00887308,40.71910537,-73.99973337,407,1,Mid-day& Afternoon
94,16,40.749717753,-74.002950346,40.73971301,-73.99456405,628,1,Evening and night
95,7,40.76030096,-73.99884222,40.76228826,-73.98336183,736,1,Morning hours
96,17,40.73454567,-73.99074142,40.71850211,-73.98329859,665,1,Evening and night
97,16,40.72362738,-73.99949601,40.72043411,-74.01020609,690,2,Evening and night
98,14,40.73401143,-74.00293877,40.7454973,-74.00197139,507,1,Mid-day& Afternoon
99,10,40.76695317,-73.98169333,40.75968085,-73.97031366,419,1,Mid-day& Afternoon
100,15,40.73652889,-74.00618026,40.73223272,-73.98889957,506,1,Mid-day& Afternoon
101,8,40.73172428,-74.00674436,40.71870987,-74.0090009,701,1,Mid-day& Afternoon
102,16,40.73331967,-73.99510132,40.74854862,-73.98808416,1005,1,Evening and night
103,21,40.76227205,-73.98788205,40.76019252,-73.9912551,147,1,Evening and night
104,8,40.71605866,-73.99190759,40.71754834,-74.01322069,1373,1,Mid-day& Afternoon
105,16,40.73912601,-73.97973776,40.74144387,-73.97536082,217,1,Evening and night
106,18,40.72779126,-73.98564945,40.73704984,-73.99009296,408,2,Evening and night
107,12,40.73971301,-73.99456405,40.739323,-74.008119,466,1,Mid-day& Afternoon
108,20,40.75038009,-73.98338988,40.73781509,-73.99994661,802,1,Evening and night
109,7,40.69424674,-73.99215922,40.71870987,-74.0090009,947,2,Morning hours
110,12,40.71427487,-73.98990025,40.73971301,-73.99456405,1086,1,Mid-day& Afternoon
111,8,40.72043411,-74.01020609,40.73704984,-73.99009296,1446,2,Mid-day& Afternoon
112,16,40.7208736,-73.98085795,40.73224119,-74.00026394,1140,1,Evening and night
113,14,40.72217444,-73.98368779,40.72621788,-73.98379855,177,1,Mid-day& Afternoon
114,20,40.76695317,-73.98169333,40.739323,-74.008119,983,1,Evening and night
115,7,40.75019995,-73.99093085,40.7643971,-73.97371465,660,1,Morning hours
116,17,40.736502,-73.97809472,40.75455731,-73.96592976,609,1,Evening and night
117,18,40.73726186,-73.99238967,40.72502876,-73.99069656,1869,2,Evening and night
118,15,40.74025878,-73.98409214,40.687979,-73.978474,660,1,Mid-day& Afternoon
119,16,40.76064679,-73.98442659,40.75510267,-73.97498696,289,1,Evening and night
120,7,40.69512845,-73.99595065,40.69760127,-73.99344559,127,1,Morning hours
121,19,40.73454567,-73.99074142,40.72917025,-73.99810231,376,1,Evening and night
122,17,40.74173969,-73.99415556,40.69028437,-73.98707105,1676,1,Evening and night
123,21,40.72019576,-73.98997825,40.73038599,-74.00214988,630,1,Evening and night
124,12,40.68676793,-73.95928168,40.7014851,-73.98656928,950,1,Mid-day& Afternoon
125,12,40.73223272,-73.98889957,40.73649403,-73.99704374,266,1,Mid-day& Afternoon
126,21,40.76009437,-73.99461843,40.74317449,-74.00366443,716,1,Evening and night
127,19,40.76020258,-73.96478473,40.75188406,-73.97770164,591,1,Evening and night
128,22,40.7403432,-73.98955109,40.75645824,-73.99372222,1336,2,Evening and night
129,21,40.75640548,-73.9900262,40.74734825,-73.99723551,675,2,Evening and night
130,13,40.73047747,-73.99906065,40.75044999,-73.99481051,518,1,Mid-day& Afternoon
131,19,40.73049393,-73.9957214,40.73224119,-74.00026394,400,2,Evening and night
132,9,40.76341379,-73.99667444,40.72243797,-74.00566443,1395,1,Mid-day& Afternoon
133,17,40.749717753,-74.002950346,40.76915505,-73.98191841,665,2,Evening and night
134,1,40.72621788,-73.98379855,40.74315566,-73.97434726,667,1,Morning hours
135,8,40.75320159,-73.9779874,40.7597108,-73.97402311,507,1,Mid-day& Afternoon
136,10,40.7381765,-73.97738662,40.734232,-73.986923,511,2,Mid-day& Afternoon
137,19,40.72873888,-74.00748842,40.71729,-73.996375,980,1,Evening and night
138,8,40.75022392,-73.97121414,40.761628,-73.972924,721,2,Mid-day& Afternoon
139,18,40.72217444,-73.98368779,40.73028666,-73.9907647,492,1,Evening and night
140,13,40.76020258,-73.96478473,40.76020258,-73.96478473,1394,2,Mid-day& Afternoon
141,23,40.751551,-73.993934,40.76009437,-73.99461843,374,1,Evening and night
142,17,40.71754834,-74.01322069,40.73535398,-74.00483091,743,2,Evening and night
143,18,40.751551,-73.993934,40.76370739,-73.9851615,633,1,Evening and night
144,9,40.71754834,-74.01322069,40.75188406,-73.97770164,1901,1,Mid-day& Afternoon
145,18,40.74854862,-73.98808416,40.75929124,-73.98859651,796,2,Evening and night
146,12,40.69794,-73.96986848,40.68382604,-73.97632328,720,2,Mid-day& Afternoon
147,11,40.72679454,-73.99695094,40.73492695,-73.99200509,607,1,Mid-day& Afternoon
148,18,40.73028666,-73.9907647,40.736502,-73.97809472,539,2,Evening and night
149,13,40.72710258,-74.00297088,40.71336124,-74.00937622,587,1,Mid-day& Afternoon
150,7,40.7284186,-73.98713956,40.73704984,-73.99009296,707,2,Morning hours
151,19,40.75929124,-73.98859651,40.75320159,-73.9779874,484,2,Evening and night
152,17,40.73038599,-74.00214988,40.72405549,-74.00965965,271,1,Evening and night
153,17,40.7037992,-74.00838676,40.713126,-73.984844,437,1,Evening and night
154,7,40.69236178,-73.98631746,40.71427487,-73.98990025,762,1,Morning hours
155,14,40.76020258,-73.96478473,40.72456089,-73.99565293,1605,1,Mid-day& Afternoon
156,16,40.74177603,-74.00149746,40.75594159,-74.0021163,656,1,Evening and night
157,21,40.72873888,-74.00748842,40.71743998,-74.00583475,861,1,Evening and night
158,11,40.71450451,-74.00562789,40.73624527,-73.98473765,1641,1,Mid-day& Afternoon
159,13,40.736502,-73.97809472,40.7403432,-73.98955109,357,1,Mid-day& Afternoon
160,8,40.751551,-73.993934,40.76344058,-73.98268129,819,1,Mid-day& Afternoon
161,9,40.7457121,-73.98194829,40.74317449,-74.00366443,849,2,Mid-day& Afternoon
162,12,40.72580614,-73.97422494,40.7403432,-73.98955109,1103,1,Mid-day& Afternoon
163,8,40.746647,-73.993915,40.75500254,-73.98014437,876,1,Mid-day& Afternoon
164,11,40.7153379,-74.01658354,40.71542197,-74.01121978,1594,1,Mid-day& Afternoon
165,18,40.74025878,-73.98409214,40.770513,-73.988038,601,1,Evening and night
166,18,40.7047177,-74.00926027,40.71413089,-73.9970468,753,2,Evening and night
167,9,40.72521311,-73.97768752,40.71870987,-74.0090009,1138,1,Mid-day& Afternoon
168,11,40.71605866,-73.99190759,40.72110063,-73.9919254,254,1,Mid-day& Afternoon
169,0,40.75066386,-74.00176802,40.74487634,-73.99529885,458,1,Morning hours
170,11,40.74780373,-73.9734419,40.7403432,-73.98955109,885,2,Mid-day& Afternoon
171,8,40.73971301,-73.99456405,40.687979,-73.978474,468,1,Mid-day& Afternoon
172,18,40.7546011026,-73.971878855,40.7568001,-73.98291153,626,1,Evening and night
173,12,40.7462009,-73.98855723,40.73781509,-73.99994661,634,1,Mid-day& Afternoon
174,11,40.75149263,-73.97798848,40.687979,-73.978474,340,1,Mid-day& Afternoon
175,19,40.75640548,-73.9900262,40.74395411,-73.99144871,569,2,Evening and night
176,10,40.73223272,-73.98889957,40.7390169121,-74.0026376103,518,1,Mid-day& Afternoon
177,12,40.73038599,-74.00214988,40.73028666,-73.9907647,398,1,Mid-day& Afternoon
178,16,40.72453734,-73.98185424,40.73223272,-73.98889957,484,2,Evening and night
179,14,40.71739973,-73.98016555,40.71739973,-73.98016555,2093,2,Mid-day& Afternoon
180,6,40.74734825,-73.99723551,40.75929124,-73.98859651,533,1,Morning hours
181,19,40.7403432,-73.98955109,40.73726186,-73.99238967,191,2,Evening and night
182,18,40.76370739,-73.9851615,40.75066386,-74.00176802,1409,2,Evening and night
183,10,40.69760127,-73.99344559,40.7462009,-73.98855723,2124,1,Mid-day& Afternoon
184,14,40.68691865,-73.976682,40.69239502,-73.99337909,1357,1,Mid-day& Afternoon
185,21,40.69239502,-73.99337909,40.68223166,-73.9614583,761,2,Evening and night
186,19,40.74177603,-74.00149746,40.746745,-74.007756,196,1,Evening and night
187,17,40.73454567,-73.99074142,40.73049393,-73.9957214,251,1,Evening and night
188,17,40.72953837,-73.98426726,40.722055,-73.989111,498,2,Evening and night
189,10,40.73912601,-73.97973776,40.74765947,-73.98490707,584,1,Mid-day& Afternoon
190,8,40.73543934,-73.99453948,40.73038599,-74.00214988,448,2,Mid-day& Afternoon
191,17,40.72110063,-73.9919254,40.72317958,-73.99480012,116,1,Evening and night
192,8,40.72110063,-73.9919254,40.71911552,-74.00666661,989,1,Mid-day& Afternoon
193,15,40.75527307,-73.98316936,40.7575699,-73.99098507,284,1,Mid-day& Afternoon
194,7,40.76695317,-73.98169333,40.76227205,-73.98788205,418,1,Morning hours
195,10,40.71542197,-74.01121978,40.7405826,-74.00550867,1116,2,Mid-day& Afternoon
196,17,40.70355377,-74.00670227,40.7284186,-73.98713956,1657,1,Evening and night
197,17,40.76590936,-73.97634151,40.76590936,-73.97634151,2251,1,Evening and night
198,19,40.72710258,-74.00297088,40.73543934,-73.99453948,335,1,Evening and night
199,12,40.72873888,-74.00748842,40.739323,-74.008119,399,1,Mid-day& Afternoon
200,9,40.74173969,-73.99415556,40.7390169121,-74.0026376103,1163,1,Mid-day& Afternoon
201,12,40.73543934,-73.99453948,40.72779126,-73.98564945,643,1,Mid-day& Afternoon
202,15,40.73221853,-73.98165557,40.72019576,-73.98997825,329,2,Mid-day& Afternoon
203,20,40.75934501,-73.96759673,40.75797322,-73.96603308,130,1,Evening and night
204,23,40.74206539,-74.00443172,40.74206539,-74.00443172,184,1,Evening and night
205,12,40.71336124,-74.00937622,40.735238,-74.000271,592,2,Mid-day& Afternoon
206,3,40.69089272,-73.99612349,40.69239502,-73.99337909,2697,1,Morning hours
207,0,40.73454567,-73.99074142,40.73971301,-73.99456405,218,1,Morning hours
208,15,40.7218158,-73.99720307,40.74290902,-73.97706058,752,1,Mid-day& Afternoon
209,12,40.7390169121,-74.0026376103,40.73047309,-73.98672378,652,2,Mid-day& Afternoon
210,9,40.7405826,-74.00550867,40.72710258,-74.00297088,380,1,Mid-day& Afternoon
211,21,40.73221853,-73.98165557,40.73314259,-73.97573881,156,1,Evening and night
212,19,40.72362738,-73.99949601,40.75645824,-73.99372222,1569,2,Evening and night
213,17,40.75660359,-73.9979009,40.75660359,-73.9979009,767,1,Evening and night
214,12,40.696192,-73.991218,40.680342423,-73.9557689392,1028,2,Mid-day& Afternoon
215,22,40.7149787,-74.013012,40.72873888,-74.00748842,505,1,Evening and night
216,9,40.7457121,-73.98194829,40.74147286,-73.98320928,246,1,Mid-day& Afternoon
217,18,40.73261787,-73.99158043,40.73172428,-74.00674436,456,1,Evening and night
218,18,40.73524276,-73.98758561,40.749717753,-74.002950346,949,1,Evening and night
219,23,40.73535398,-74.00483091,40.74177603,-74.00149746,303,1,Evening and night
220,15,40.75001986,-73.96905301,40.74780373,-73.9734419,198,1,Mid-day& Afternoon
221,8,40.74144387,-73.97536082,40.761628,-73.972924,2468,1,Mid-day& Afternoon
222,7,40.746745,-74.007756,40.73532427,-73.99800419,592,1,Morning hours
223,20,40.74691959,-74.00451887,40.752062307,-73.9816324043,783,1,Evening and night
224,15,40.72229346,-73.99147535,40.710451,-73.960876,1099,1,Mid-day& Afternoon
225,17,40.76009437,-73.99461843,40.75019995,-73.99093085,840,1,Evening and night
226,17,40.749156,-73.9916,40.7403432,-73.98955109,310,2,Evening and night
227,7,40.73224119,-74.00026394,40.73261787,-73.99158043,239,2,Morning hours
228,18,40.75455731,-73.96592976,40.73401143,-74.00293877,1253,1,Evening and night
229,17,40.74315566,-73.97434726,40.75044999,-73.99481051,702,1,Evening and night
230,22,40.74147286,-73.98320928,40.7462009,-73.98855723,237,1,Evening and night
231,8,40.69760127,-73.99344559,40.7597108,-73.97402311,491,2,Mid-day& Afternoon
232,18,40.74475148,-73.99915362,40.75206862,-73.96784384,1805,1,Evening and night
233,17,40.73172428,-74.00674436,40.7390169121,-74.0026376103,395,1,Evening and night
234,15,40.76695317,-73.98169333,40.76228826,-73.98336183,193,1,Mid-day& Afternoon
235,10,40.76227205,-73.98788205,40.73971301,-73.99456405,1150,1,Mid-day& Afternoon
236,6,40.739323,-74.008119,40.7037992,-74.00838676,1253,1,Morning hours
237,15,40.74901271,-73.98848395,40.76915505,-73.98191841,805,1,Mid-day& Afternoon
238,10,40.75172632,-73.98753523,40.73524276,-73.98758561,381,2,Mid-day& Afternoon
239,16,40.75097711,-73.98765428,40.73971301,-73.99456405,698,1,Evening and night
240,13,40.76095756,-73.96724467,40.74290902,-73.97706058,1073,1,Mid-day& Afternoon
241,18,40.75795248,-73.97787642,40.749717753,-74.002950346,1316,1,Evening and night
242,8,40.72955361,-73.98057249,40.70905623,-74.01043382,1768,1,Mid-day& Afternoon
243,10,40.72580614,-73.97422494,40.73454567,-73.99074142,832,1,Mid-day& Afternoon
244,12,40.73726186,-73.99238967,40.75019995,-73.99093085,595,1,Mid-day& Afternoon
245,17,40.751396,-74.005226,40.74475148,-73.99915362,565,1,Evening and night
246,13,40.73223272,-73.98889957,40.70862144,-74.00722156,2376,1,Mid-day& Afternoon
247,15,40.71605866,-73.99190759,40.72580614,-73.97422494,863,2,Mid-day& Afternoon
248,17,40.73726186,-73.99238967,40.7149787,-74.013012,2314,2,Evening and night
249,14,40.746647,-73.993915,40.73049393,-73.9957214,676,2,Mid-day& Afternoon
250,14,40.72955361,-73.98057249,40.72228087,-73.97668709,362,1,Mid-day& Afternoon
251,6,40.70717936,-74.00887308,40.71870987,-74.0090009,468,1,Morning hours
252,18,40.71413089,-73.9970468,40.70255088,-73.98940236,1023,1,Evening and night
253,17,40.74206539,-74.00443172,40.75019995,-73.99093085,1219,1,Evening and night
254,10,40.72317958,-73.99480012,40.71117444,-73.99682619,477,2,Mid-day& Afternoon
255,9,40.70862144,-74.00722156,40.7218158,-73.99720307,545,2,Mid-day& Afternoon
256,18,40.74334935,-74.00681753,40.73726186,-73.99238967,675,2,Evening and night
257,15,40.7390169121,-74.0026376103,40.72043411,-74.01020609,1199,2,Mid-day& Afternoon
258,16,40.74345335,-74.00004031,40.75929124,-73.98859651,647,1,Evening and night
259,17,40.7568001,-73.98291153,40.7500727,-73.99839279,614,1,Evening and night
260,21,40.75323098,-73.97032517,40.748238,-73.978311,362,1,Evening and night
261,18,40.73261787,-73.99158043,40.72453734,-73.98185424,588,2,Evening and night
262,22,40.72110063,-73.9919254,40.72110063,-73.9919254,102,1,Evening and night
263,16,40.7643971,-73.97371465,40.76915505,-73.98191841,338,1,Evening and night
264,18,40.74487634,-73.99529885,40.749717753,-74.002950346,495,2,Evening and night
265,16,40.7546011026,-73.971878855,40.73172428,-74.00674436,1924,2,Evening and night
266,21,40.7457121,-73.98194829,40.74780373,-73.9734419,497,1,Evening and night
267,7,40.7454973,-74.00197139,40.76695317,-73.98169333,785,1,Morning hours
268,18,40.73223272,-73.98889957,40.73049393,-73.9957214,320,1,Evening and night
269,17,40.72185379,-74.00771779,40.7153379,-74.01658354,533,2,Evening and night
270,9,40.73049393,-73.9957214,40.73223272,-73.98889957,212,1,Mid-day& Afternoon
271,8,40.7451677,-73.98683077,40.75188406,-73.97770164,472,1,Mid-day& Afternoon
272,7,40.72873888,-74.00748842,40.70463334,-74.01361706,932,2,Morning hours
273,9,40.75640548,-73.9900262,40.71336124,-74.00937622,1046,1,Mid-day& Afternoon
274,6,40.71336124,-74.00937622,40.76064679,-73.98442659,683,1,Morning hours
275,18,40.71413089,-73.9970468,40.76340613,-73.97722479,1961,2,Evening and night
276,19,40.749156,-73.9916,40.7457121,-73.98194829,391,1,Evening and night
277,17,40.74854862,-73.98808416,40.751551,-73.993934,272,1,Evening and night
278,15,40.72740794,-73.98142006,40.76020258,-73.96478473,1438,1,Mid-day& Afternoon
279,16,40.749156,-73.9916,40.74290902,-73.97706058,627,2,Evening and night
280,18,40.76915505,-73.98191841,40.69236178,-73.98631746,1854,1,Evening and night
281,9,40.71269042,-73.98776323,40.71146364,-74.00552427,596,1,Mid-day& Afternoon
282,16,40.75255434,-73.97282625,40.74315566,-73.97434726,340,1,Evening and night
283,15,40.7262807,-73.98978041,40.72903917,-73.99404649,252,1,Mid-day& Afternoon
284,16,40.73971301,-73.99456405,40.72317958,-73.99480012,808,2,Evening and night
285,16,40.72456089,-73.99565293,40.71739973,-73.98016555,566,2,Evening and night
286,7,40.75510267,-73.97498696,40.76340613,-73.97722479,472,1,Morning hours
287,15,40.75660359,-73.9979009,40.770513,-73.988038,680,1,Mid-day& Afternoon
288,21,40.72953837,-73.98426726,40.76019252,-73.9912551,1385,1,Evening and night
289,7,40.70037867,-73.99548059,40.75188406,-73.97770164,2017,1,Morning hours
290,8,40.68312489,-73.97895137,40.73028666,-73.9907647,1733,2,Mid-day& Afternoon
291,17,40.734232,-73.986923,40.73416059,-73.98024289,397,1,Evening and night
292,22,40.7405826,-74.00550867,40.71602118,-73.99974372,1027,1,Evening and night
293,9,40.72490985,-74.00154702,40.7037992,-74.00838676,786,1,Mid-day& Afternoon
294,16,40.68539567,-73.97431458,40.69363137,-73.96223558,986,2,Evening and night
295,18,40.73492695,-73.99200509,40.72453734,-73.98185424,503,1,Evening and night
296,19,40.72955361,-73.98057249,40.73223272,-73.98889957,410,1,Evening and night
297,17,40.75172632,-73.98753523,40.75188406,-73.97770164,460,1,Evening and night
298,9,40.74147286,-73.98320928,40.75066386,-74.00176802,752,1,Mid-day& Afternoon
299,13,40.7390169121,-74.0026376103,40.72043411,-74.01020609,700,2,Mid-day& Afternoon
300,17,40.75019995,-73.99093085,40.69089272,-73.99612349,2658,1,Evening and night
301,19,40.75795248,-73.97787642,40.73224119,-74.00026394,1485,1,Evening and night
302,10,40.689888,-73.981013,40.68753406,-73.97265183,343,2,Mid-day& Afternoon
303,14,40.7218158,-73.99720307,40.71911552,-74.00666661,266,1,Mid-day& Afternoon
304,9,40.739445,-73.976806,40.751551,-73.993934,687,1,Mid-day& Afternoon
305,15,40.71782143,-73.97628939,40.71782143,-73.97628939,1707,2,Mid-day& Afternoon
306,9,40.751396,-74.005226,40.71870987,-74.0090009,388,1,Mid-day& Afternoon
307,16,40.735238,-74.000271,40.73028666,-73.9907647,297,1,Evening and night
308,19,40.74394314,-73.97966069,40.74487634,-73.99529885,581,1,Evening and night
309,22,40.73047747,-73.99906065,40.72710258,-74.00297088,166,1,Evening and night
310,17,40.74025878,-73.98409214,40.73226398,-73.99852205,619,1,Evening and night
311,9,40.75019995,-73.99093085,40.7457121,-73.98194829,348,2,Mid-day& Afternoon
312,7,40.7405826,-74.00550867,40.75044999,-73.99481051,509,1,Morning hours
313,9,40.73291553,-74.00711384,40.7153379,-74.01658354,670,2,Mid-day& Afternoon
314,9,40.7652654,-73.98192338,40.75992262,-73.97648516,258,1,Mid-day& Afternoon
315,19,40.72779126,-73.98564945,40.75172632,-73.98753523,1078,2,Evening and night
316,15,40.7153379,-74.01658354,40.70834698,-74.01713445,1814,1,Mid-day& Afternoon
317,16,40.72679454,-73.99695094,40.7172274,-73.98802084,1009,2,Evening and night
318,17,40.744219,-73.97121214,40.70530954,-74.00612572,1852,2,Evening and night
319,18,40.69308257,-73.97178913,40.69196566,-73.9813018,277,1,Evening and night
320,11,40.74691959,-74.00451887,40.73587678,-73.98205027,1544,1,Mid-day& Afternoon
321,17,40.74144387,-73.97536082,40.7381765,-73.97738662,162,1,Evening and night
322,21,40.73587678,-73.98205027,40.7575699,-73.99098507,836,1,Evening and night
323,23,40.7381765,-73.97738662,40.72903917,-73.99404649,847,2,Evening and night
324,17,40.70823502,-74.00530063,40.73912601,-73.97973776,1297,1,Evening and night
325,15,40.76227205,-73.98788205,40.76695317,-73.98169333,577,2,Mid-day& Afternoon
326,17,40.74395411,-73.99144871,40.749156,-73.9916,225,1,Evening and night
327,23,40.7284186,-73.98713956,40.72217444,-73.98368779,330,1,Evening and night
